"","X","year","family","height","R8","planting","flower","maturity","lodging","yield","protein","oil","size"
"DS11-31011",27706,2012.18181818182,31,83.6,128.1,520.272727272727,700.2,925.3,1.39,3884.09090909091,34.02,18,14.76
"DS11-31012",33864.5,2012.4,31,92.5,130.666666666667,518.1,702,925.333333333333,1.6375,4439.4,32.425,20.15,16.375
"DS11-31013",32664.4615384615,2012.23076923077,31,77.3333333333333,122.090909090909,519.833333333333,697.5,919.833333333333,1.23333333333333,3449.61538461538,33.08,20.1,18.54
"DS11-31014",32665.4615384615,2012.23076923077,31,67.0833333333333,124.272727272727,519.833333333333,699.75,921.833333333333,1.21666666666667,3408.07692307692,33.8,19.26,16.9
"DS11-31015",32666.4615384615,2012.23076923077,31,87.3333333333333,122.7,519.833333333333,696.6,920.818181818182,1.35833333333333,3318,33.78,18.56,12.86
"DS11-31016",27707,2012.18181818182,31,94.7,127.6,520.272727272727,698.6,924.8,1.7,3780.54545454545,33.28,19.18,16.38
"DS11-31017",33865.5,2012.4,31,75.625,131.444444444444,518.1,703.25,926.111111111111,1.225,3586.5,33.3,18.9,16.25
"DS11-31018",27263.3333333333,2012.44444444444,31,113.875,135.375,519,699.833333333333,931.25,1.9375,3706.77777777778,33.85,18.2,16.125
"DS11-31019",27264.3333333333,2012.44444444444,31,94.5,132,519,698,924.285714285714,1.875,3668.33333333333,33.45,19.1,16.95
"DS11-31020",32667.4615384615,2012.23076923077,31,71,118.909090909091,519.833333333333,699.25,916.25,1.275,3055.61538461538,33.38,20.38,17.16
"DS11-31021",27265.3333333333,2012.44444444444,31,96.125,133.5,519,699.666666666667,929.375,1.8875,3328.88888888889,34.575,18.375,14.875
"DS11-31022",27708,2012.18181818182,31,91.8,128.8,520.272727272727,696.8,926,1.65,3534,34.88,18.16,16.12
"DS11-31023",27709,2012.18181818182,31,91.9,122.5,520.272727272727,697,919.7,1.43,3474.90909090909,35.44,19.1,16.74
"DS11-31024",27266.3333333333,2012.44444444444,31,94.375,132,519,700.333333333333,927.875,2.2,3594.22222222222,36.075,18.225,16.525
"DS11-31026",27710,2012.18181818182,31,100.8,130.5,520.272727272727,701.8,927.7,2.07,3570,34.52,18.68,15.78
"DS11-31027",27267.3333333333,2012.44444444444,31,114.375,136,519,699.166666666667,931.875,2.5625,3131.66666666667,34.05,18.5,15.325
"DS11-31028",27711,2012.18181818182,31,102.7,126.4,520.272727272727,697.6,923.6,1.55,4137.27272727273,32.84,19.98,16.32
"DS11-31029",27712,2012.18181818182,31,100.6,128.8,520.272727272727,697.4,926,1.73,4360.81818181818,33.16,19.82,16.5
"DS11-31030",27713,2012.18181818182,31,111.5,129,520.272727272727,698,926.2,1.87,3678.90909090909,34.22,18.88,16.54
"DS11-31031",33866.5,2012.4,31,85.375,128.444444444444,518.1,699.25,923.111111111111,1.325,3934.8,33.7,20.025,17.5
"DS11-31032",27268.3333333333,2012.44444444444,31,107.5,134.428571428571,519,701.833333333333,926.714285714286,1.8125,3733.55555555556,33.675,18.275,15.9
"DS11-31033",27269.3333333333,2012.44444444444,31,94.625,133.75,519,699.5,929.625,2.35,3860.33333333333,34.2,19.2,15.525
"DS11-31034",27270.3333333333,2012.44444444444,31,112.25,133.25,519,700.333333333333,929.125,2.8375,3357,33.85,18.775,16.825
"DS11-31035",27271.3333333333,2012.44444444444,31,104,133.375,519,698.833333333333,929.25,1.6625,4200.11111111111,33.2,19.4,16.075
"DS11-31037",27714,2012.18181818182,31,97.1,128.9,520.272727272727,697.2,926.1,1.99,3700.72727272727,33.84,18.98,17.16
"DS11-31038",27715,2012.18181818182,31,76.7,121.7,520.272727272727,698.2,918.9,1.48,3355.09090909091,32.86,19.7,14.82
"DS11-31039",32668.4615384615,2012.23076923077,31,75.9166666666667,118,519.833333333333,695.75,915.833333333333,1.4,3095.84615384615,32.64,20.26,15.44
"DS11-31040",27272.3333333333,2012.44444444444,31,77.875,128.625,519,700.833333333333,924.5,1.45,3443.66666666667,33.675,18.275,14.15
"DS11-31041",27273.3333333333,2012.44444444444,31,113.625,136.25,519,700.666666666667,932.125,2.6875,3714,33.85,18.675,17
"DS11-31042",32669.4615384615,2012.23076923077,31,79.4166666666667,119.272727272727,519.833333333333,697.8,916.75,1.73333333333333,3332,31.78,20.6,16.26
"DS11-31043",33867.5,2012.4,31,92.25,131.555555555556,518.1,701.75,926.222222222222,1.6375,4500.1,32.5,20.05,16.9
"DS11-31044",32670.4615384615,2012.23076923077,31,85.8333333333333,123.727272727273,519.833333333333,699.25,921.416666666667,1.58333333333333,3191.07692307692,33.14,20.38,16.62
"DS11-31045",27274.3333333333,2012.44444444444,31,97.75,130.857142857143,519,700,927.142857142857,2.1375,3482.22222222222,34.925,18.05,15.5
"DS11-31046",27716,2012.18181818182,31,102,128.6,520.272727272727,698.8,925.8,1.9,4363,33.04,19.82,16.08
"DS11-31047",32671.4615384615,2012.23076923077,31,75.4166666666667,123.2,519.833333333333,700.5,921.090909090909,1.34166666666667,3174.46153846154,34.12,19.44,16.16
"DS11-31048",27717,2012.18181818182,31,109.1,132.1,520.272727272727,700.4,929.3,2.69,3483,33.64,19.22,16.12
"DS11-31050",33868.5,2012.4,31,92.75,130.444444444444,518.1,702.25,925.111111111111,1.6,4264.4,32.6,19.875,17
"DS11-31051",33869.5,2012.4,31,88.5,131.666666666667,518.1,703.75,926.333333333333,1.7625,3854.5,33.475,19.625,16.8
"DS11-31052",27718,2012.18181818182,31,73.9,124.8,520.272727272727,697.2,922,1.28,3794.54545454545,32.8,20.1,17.96
"DS11-31053",32672.4615384615,2012.23076923077,31,92.4166666666667,126.090909090909,519.833333333333,695.2,923.583333333333,1.725,3404.92307692308,35.86,18.76,18.46
"DS11-31054",33870.5,2012.4,31,94,132,518.1,700.5,926.666666666667,1.5125,4156.4,32.225,20.175,16.175
"DS11-31055",32673.4615384615,2012.23076923077,31,78,123.454545454545,519.833333333333,698.4,921.083333333333,1.33333333333333,3597.53846153846,33.22,19.4,17.64
"DS11-31057",27275.3333333333,2012.44444444444,31,123.625,133.5,519,699.833333333333,929.375,1.9,3735,34.5,18.975,16.25
"DS11-31058",27276.3333333333,2012.44444444444,31,103.25,132.75,519,699.166666666667,928.625,1.9125,4255.55555555556,32.95,19.475,16.1
"DS11-31059",33871.5,2012.4,31,79.75,130.888888888889,518.1,702.25,925.555555555556,1.1375,3899,32.1,20.6,15.625
"DS11-31060",33872.5,2012.4,31,83.25,130.333333333333,518.1,703,925,1.725,3852.6,35,18.95,18.85
"DS11-31061",33873.5,2012.4,31,91.25,129.777777777778,518.1,707,924.444444444444,1.4125,4200,32.525,20.625,15.9
"DS11-31062",32674.4615384615,2012.23076923077,31,66.25,119.4,519.833333333333,696.2,917.363636363636,1.13333333333333,3201.76923076923,32.8,19.92,17.18
"DS11-31063",32675.4615384615,2012.23076923077,31,78.75,121.454545454545,519.833333333333,700.5,918.75,1.725,3617.23076923077,32.84,20.06,15
"DS11-31064",27719,2012.18181818182,31,97.2,124.8,520.272727272727,699,922,2.37,3836.90909090909,33.88,19.4,17.14
"DS11-31065",27720,2012.18181818182,31,75,123.6,520.272727272727,698.2,920.8,1.53,3692.54545454545,33.26,19.28,17.86
"DS11-31066",27721,2012.18181818182,31,79,127.7,520.272727272727,697.6,924.9,1.92,3606.09090909091,34.64,19.2,15.84
"DS11-31067",32676.4615384615,2012.23076923077,31,69.0833333333333,125,519.833333333333,699.75,922.416666666667,1.29166666666667,3032.07692307692,33.84,19.54,15.42
"DS11-31068",27722,2012.18181818182,31,97.4,131.1,520.272727272727,700,928.3,1.92,3450.72727272727,33.76,18.96,17.08
"DS11-31069",27723,2012.18181818182,31,99.8,132.6,520.272727272727,700.2,929.8,1.72,3864.81818181818,34.64,19.02,18.66
"DS11-31070",32677.4615384615,2012.23076923077,31,81.0833333333333,123.818181818182,519.833333333333,698.5,921.166666666667,1.54166666666667,3654,31.92,20.32,15.1
"DS11-31071",27724,2012.18181818182,31,84.1,125.6,520.272727272727,699,922.8,1.23,3988.54545454545,33.9,20.02,15.78
"DS11-31072",27725,2012.18181818182,31,83.1,127.1,520.272727272727,699.4,924.3,1.67,3821.63636363636,32.16,19.78,14.76
"DS11-31073",27277.3333333333,2012.44444444444,31,99,132.125,519,700.666666666667,928,2.2125,3843.44444444444,32.85,18.825,14.775
"DS11-31074",27726,2012.18181818182,31,80.2,124.7,520.272727272727,698.8,921.9,1.33,3813.18181818182,33,19.84,18.02
"DS11-31075",27727,2012.18181818182,31,104.2,126.6,520.272727272727,699.4,923.8,2.07,3256.90909090909,33.04,19.5,15.32
"DS11-31076",32678.4615384615,2012.23076923077,31,79.5833333333333,123,519.833333333333,699.25,921,1.275,3626.46153846154,33.2,19.32,15.18
"DS11-31077",27728,2012.18181818182,31,83.4,126.3,520.272727272727,697.8,923.5,2.07,3531.54545454545,33.66,18.9,15.88
"DS11-31078",32679.4615384615,2012.23076923077,31,93,125,519.833333333333,700.5,922.909090909091,1.68333333333333,3703.41666666667,34.8,18.76,17.32
"DS11-31079",27729,2012.18181818182,31,100.1,126.5,520.272727272727,698.2,923.7,1.89,3775.63636363636,33.38,19.76,16.4
"DS11-31080",32680.4615384615,2012.23076923077,31,88.9166666666667,125.1,519.833333333333,700.5,922.909090909091,1.41666666666667,3604.30769230769,34.96,18.76,17.46
"DS11-31082",32681.4615384615,2012.23076923077,31,79.25,122.8,519.833333333333,697.25,920.636363636364,1.21666666666667,3067.69230769231,33.4,19.6,15.3
"DS11-31083",32682.4615384615,2012.23076923077,31,69.5833333333333,123.9,519.833333333333,698.25,921.909090909091,1.25833333333333,3498.69230769231,33.64,20.2,17.12
"DS11-31084",27730,2012.18181818182,31,81.5,128.6,520.272727272727,697.4,925.8,1.33,3458.09090909091,33.98,18.94,15.5
"DS11-31086",33874.5,2012.4,31,77.375,127.666666666667,518.1,702.25,922.333333333333,1.375,3560.66666666667,32.425,19.85,14.9
"DS11-31087",33875.5,2012.4,31,77.875,127.333333333333,518.1,700.5,922,1.3875,3480.5,32.625,19.75,15.425
"DS11-31088",33876.5,2012.4,31,87.125,130.777777777778,518.1,699.25,925.444444444444,1.2625,3664.2,34.075,19.575,17.875
"DS11-31089",33877.5,2012.4,31,76.625,127.111111111111,518.1,702.75,921.777777777778,1.1375,3567.5,34.35,18.725,15.925
"DS11-31090",33878.5,2012.4,31,88.25,134.888888888889,518.1,705.5,929.555555555556,1.9125,3703.6,34.575,18.45,16.375
"DS11-31091",32683.4615384615,2012.23076923077,31,77,120.909090909091,519.833333333333,700.25,918.166666666667,1.45833333333333,3245.23076923077,31.9,19.4,14.1
"DS11-31092",32684.4615384615,2012.23076923077,31,79.0833333333333,124.545454545455,519.833333333333,698.4,922.083333333333,1.25,3762.23076923077,32.36,20.16,16.04
"DS11-31093",32685.4615384615,2012.23076923077,31,85.4166666666667,127.545454545455,519.833333333333,701,925,1.64166666666667,3607.91666666667,33.1,19.54,15.04
"DS11-31094",27731,2012.18181818182,31,81.8,121.7,520.272727272727,698.6,918.9,1.45,3411.54545454545,32.6,20.14,15.86
"DS11-31095",32686.4615384615,2012.23076923077,31,71.1666666666667,121.6,519.833333333333,699,919.636363636364,1.3,3228.53846153846,32.16,20.62,17.4
"DS11-31096",27278.3333333333,2012.44444444444,31,96.25,136,519,700.666666666667,931.875,1.8875,3361.33333333333,34.5,18.25,14.975
"DS11-31097",32687.4615384615,2012.23076923077,31,80.25,122.909090909091,519.833333333333,697.6,920.416666666667,1.49166666666667,3474.92307692308,33.68,20.44,17
"DS11-31098",32688.4615384615,2012.23076923077,31,71.0833333333333,125.454545454545,519.833333333333,700,923,1.375,3004.23076923077,33.44,19.5,15.7
"DS11-31099",27732,2012.18181818182,31,82.2,127.8,520.272727272727,697.2,925,1.64,3429.36363636364,33.88,19.28,16.12
"DS11-31100",27733,2012.18181818182,31,75.9,124.6,520.272727272727,697.8,921.8,1.35,3705.18181818182,32.76,20.46,16.84
"DS11-31101",27279.3333333333,2012.44444444444,31,108.75,131.625,519,701,927.5,1.975,3304.88888888889,34.65,19.15,16.35
"DS11-31102",32689.4615384615,2012.23076923077,31,69.4166666666667,119.6,519.833333333333,697.6,917.454545454545,1.35,3264.61538461538,32.66,19.54,16.12
"DS11-31103",32690.4615384615,2012.23076923077,31,60.75,121,519.833333333333,697.4,919,1.21666666666667,3719.15384615385,32.2,20.24,15.7
"DS11-31104",32691.4615384615,2012.23076923077,31,74.1666666666667,123.181818181818,519.833333333333,699.75,920.583333333333,1.3,3542,34.46,19.32,16.54
"DS11-31105",32692.4615384615,2012.23076923077,31,84.3333333333333,121.2,519.833333333333,697,919.272727272727,1.44166666666667,3757,32.88,20.2,15.26
"DS11-31106",32693.4615384615,2012.23076923077,31,79.5833333333333,124.454545454545,519.833333333333,697.2,922,1.25833333333333,3468.61538461538,34.16,19.76,17.02
"DS11-31107",32694.4615384615,2012.23076923077,31,88.75,125.636363636364,519.833333333333,698.2,923,1.45833333333333,3786.69230769231,33.975,18.85,14.35
"DS11-31108",32695.4615384615,2012.23076923077,31,61.1666666666667,119.272727272727,519.833333333333,696.4,917,1.175,3270.23076923077,31.66,20.26,15.44
"DS11-31109",27734,2012.18181818182,31,99.5,130.1,520.272727272727,699.8,927.3,1.9,3767.45454545455,33.54,19.04,15.96
"DS11-31110",32696.4615384615,2012.23076923077,31,70.6666666666667,122.090909090909,519.833333333333,697.75,919.75,1.31666666666667,3048.07692307692,33.98,19.66,15.4
"DS11-31111",32697.4615384615,2012.23076923077,31,89.3333333333333,125.636363636364,519.833333333333,698.25,923.166666666667,1.33333333333333,3318.23076923077,33.52,19.04,15.68
"DS11-31127",33879.5,2012.4,31,83.75,131.111111111111,518.1,702.75,925.777777777778,1.6,3543.3,32.5,19.5,17.525
"DS11-31128",33880.5,2012.4,31,78.5,132.333333333333,518.1,701.25,927,1.2,3490.8,33.875,19.15,17.1
"DS11-31130",33881.5,2012.4,31,89,130.777777777778,518.1,699.75,925.444444444444,1.475,3848.7,33.3,19.5,16.775
"DS11-31132",27280.3333333333,2012.44444444444,31,110.5,134.625,519,699.333333333333,930.5,1.6375,3510.66666666667,33.425,18.825,16.775
"DS11-31141",27281.3333333333,2012.44444444444,31,101.125,134.714285714286,519,701.166666666667,927,1.9125,3958.11111111111,34.175,18.875,17.35
"DS11-31142",27282.3333333333,2012.44444444444,31,105.5,134.25,519,699.833333333333,930.125,2.0125,3571.22222222222,35.2,17.75,15.35
"DS11-31143",27283.3333333333,2012.44444444444,31,93.875,130.75,519,697.666666666667,926.625,1.85,3454.88888888889,33.025,19.2,15.725
"DS11-31144",27284.3333333333,2012.44444444444,31,100.75,133.5,519,703.333333333333,929.375,2.125,3573.11111111111,33.675,18.8,17.225
"DS11-31145",27285.3333333333,2012.44444444444,31,92.625,131.875,519,698.833333333333,927.75,1.85,3546.77777777778,34.65,19.125,16.375
"DS11-31146",27286.3333333333,2012.44444444444,31,112,134.5,519,701.833333333333,930.375,2.1875,3393.11111111111,33.425,18.8,14.875
"DS11-31147",33882.5,2012.4,31,79.125,132.777777777778,518.1,701.25,927.444444444444,1.575,3668.9,34.275,19.775,17.925
"DS11-31148",33883.5,2012.4,31,79.375,128.666666666667,518.1,701,923.333333333333,1.2,3751.3,33.05,20.275,17.225
"DS11-31150",33884.5,2012.4,31,72.25,127.888888888889,518.1,699.75,922.555555555556,1.075,3177.1,31.7,20.6,15.15
"DS11-31151",27287.3333333333,2012.44444444444,31,112,135.125,519,698.166666666667,931,2.0625,3862,33.7,18.825,15.625
"DS11-31152",27288.3333333333,2012.44444444444,31,99.5,132.375,519,697.333333333333,928.25,2.0625,3692.11111111111,33.275,19.675,16.35
"DS11-31153",27289.3333333333,2012.44444444444,31,97.25,134.875,519,698.833333333333,930.75,1.7875,3786.11111111111,33.85,18.35,15.775
"DS11-31155",27290.3333333333,2012.44444444444,31,102.75,133,519,698.833333333333,928.875,2.0375,3377.88888888889,32.5,19.3,15.325
"DS11-31156",33885.5,2012.4,31,73.5,129.666666666667,518.1,702,924.333333333333,1.0125,3597.9,32.4,19.6333333333333,15.5666666666667
"DS11-31157",27291.3333333333,2012.44444444444,31,105.625,134,519,698.5,929.875,1.9125,3663.22222222222,35.1,18.5,16.85
"DS11-31158",27292.3333333333,2012.44444444444,31,94,134.625,519,699.666666666667,930.5,1.6625,3710.44444444444,34.55,18.7,16.1
"DS11-31160",33886.5,2012.4,31,76.375,132.111111111111,518.1,701,926.777777777778,1.1375,3671.4,32.6,19.725,16.275
"DS11-31161",33887.5,2012.4,31,76.375,131.333333333333,518.1,700.5,926,1.075,3801.2,32.75,19.8,16.725
"DS11-31165",33888.5,2012.4,31,86.125,131.555555555556,518.1,704,926.222222222222,1.3875,3784.5,33.575,18.9,16.675
"DS11-31166",33889.5,2012.4,31,72.625,130.444444444444,518.1,700.75,925.111111111111,1.6375,3676.2,31.8,20.7,19.025
"DS11-31167",33890.5,2012.4,31,62.875,126.777777777778,518.1,700.5,921.444444444444,1.1375,3423.3,34.375,19,14
"DS11-31168",27293.3333333333,2012.44444444444,31,91.625,134,519,701,929.875,1.8875,3386.44444444444,34.2,19,16.25
"DS11-31169",27294.3333333333,2012.44444444444,31,102.75,136.428571428571,519,699,928.714285714286,2.2,3644.88888888889,34.45,18.925,16.675
"DS11-31170",27295.3333333333,2012.44444444444,31,105.75,132.75,519,699.666666666667,928.625,2.15,3542.77777777778,33.9,18.925,16.2
"DS11-31171",33891.5,2012.4,31,85.875,129.222222222222,518.1,701.5,923.888888888889,1.4375,3765.7,33.675,19.65,16.425
"DS11-31173",33892.5,2012.4,31,88.375,132.222222222222,518.1,703.25,926.888888888889,1.6875,3759.1,34.2,19.375,18.575
"DS11-31174",33893.5,2012.4,31,72,128.222222222222,518.1,701.25,922.888888888889,1.225,3850.3,33.05,20.275,17.125
"DS11-31175",33894.5,2012.4,31,80.375,131.888888888889,518.1,704.75,926.555555555556,1.275,3521.2,34.15,18.525,16.35
"DS11-31177",27296.3333333333,2012.44444444444,31,104.625,132.375,519,700.666666666667,928.25,2.3125,3643.33333333333,35.35,17.825,16.425
"DS11-31178",33895.5,2012.4,31,85.25,131.444444444444,518.1,700.5,926.111111111111,1.2625,3577.8,32.625,19.75,15.8
"DS11-31183",33896.5,2012.4,31,88.125,128,518.1,701.25,922.666666666667,1.075,3909.8,35.05,18.65,15.8
"DS11-32002",32508.4615384615,2012.23076923077,32,94.1818181818182,123,519.916666666667,697.4,920.75,2.06363636363636,3458.76923076923,34.02,19.92,16.32
"DS11-32003",32509.4615384615,2012.23076923077,32,96.9090909090909,124.454545454545,519.916666666667,699,922.25,1.63636363636364,3554.30769230769,33.42,19.7,16
"DS11-32004",26435.7,2012.1,32,100.666666666667,125.222222222222,521.2,697.8,923.444444444444,1.83333333333333,3867,33.28,19.8,17.68
"DS11-32005",26436.7,2012.1,32,109.125,126.142857142857,521.2,697.8,921,1.9375,3828.4,34.06,19.88,17.72
"DS11-32006",26437.7,2012.1,32,109,122.625,521.2,698.2,921.375,2.18888888888889,3656.2,34.22,19.92,16.98
"DS11-32007",32510.4615384615,2012.23076923077,32,99.0909090909091,121.545454545455,519.916666666667,696.4,919.25,1.95454545454545,3376.69230769231,34.44,19.38,14.94
"DS11-32008",32511.4615384615,2012.23076923077,32,95.4545454545455,122.909090909091,519.916666666667,695.6,920.666666666667,1.68181818181818,3444.38461538462,34.62,20.3,19.04
"DS11-32010",26438.7,2012.1,32,109.555555555556,127.875,521.2,698.2,926.625,1.72222222222222,3979.4,33.72,19.88,16.34
"DS11-32011",32512.4615384615,2012.23076923077,32,99,125.727272727273,519.916666666667,698.2,923.333333333333,1.54545454545455,3528.92307692308,32.96,20.46,16.7
"DS11-32014",32513.4615384615,2012.23076923077,32,86.6363636363636,125.545454545455,519.916666666667,696.6,923.166666666667,1.27272727272727,3547.61538461538,34.78,19.48,18.26
"DS11-32015",26439.7,2012.1,32,99,124.888888888889,521.2,698.2,923.111111111111,1.85555555555556,3793.1,35.04,19.42,18.02
"DS11-32016",26440.7,2012.1,32,90.3333333333333,126.666666666667,521.2,695.2,924.888888888889,2.05555555555556,2776.7,34.86,18.18,15.32
"DS11-32017",26441.7,2012.1,32,102.375,130.5,521.2,697.4,925.25,1.9375,4029.55555555556,33.48,20.32,18.6
"DS11-32018",26442.7,2012.1,32,98.3333333333333,123,521.2,697.2,921.75,1.58888888888889,3656.5,33.4,20.26,17.44
"DS11-32019",32514.4615384615,2012.23076923077,32,105.454545454545,124.272727272727,519.916666666667,699.6,922,1.95454545454545,3445.38461538462,33.96,20.2,15.42
"DS11-32020",32515.4615384615,2012.23076923077,32,104.909090909091,124.818181818182,519.916666666667,700,922.416666666667,1.63636363636364,3503,33.74,19.88,15.66
